year	llen	lwid	ngalls	vgno	vdist	order	Gdiam	surv	wl	Neggs
1992	102	60	4	1	18	1	4.25	1	5.33	122
1992	102	60	4	1	0	1	5.08	1	4.83	99
1992	111	77	9	1	21	1	5.33	1	5.67	113
1992	111	77	9	1	26	1	3.83	1	NA	NA
1992	111	77	9	2	9	1	5.25	1	5.33	101
1992	111	77	9	2	23	2	5.08	1	5.25	91
1992	111	77	9	1	4	1	4.92	1	5.08	84
1992	111	77	9	1	3	3	4.75	1	5.25	81
1992	111	77	9	1	0	1	5	1	5.5	106
1992	85	58	4	1	15	1	5.08	1	5.33	114
1992	85	58	4	1	0	1	5.67	1	5.58	151
1992	NA	41	3	1	6	1	5.5	1	5.92	129
1992	NA	41	3	1	7	1	4.48	1	5.5	112
1992	88	62	1	1	0	1	5.08	1	5.42	101
1992	111	68	7	1	6	1	4.83	1	5.42	115
1992	111	68	7	1	10	1	4	1	5	28
1992	111	68	7	2	6	2	5.58	1	5.83	75
1992	111	68	7	2	15	2	5.08	1	5.33	151
1992	90	66	5	1	17	1	4.92	1	5.5	113
1992	111	83	5	1	6	1	4.67	1	5.33	111
1992	111	83	5	NA	NA	NA	5.25	1	5.67	151
1992	111	83	5	2	33	2	4.5	1	4.92	89
1992	105	75	4	1	27	1	5	1	5.5	100
1992	105	75	4	1	26	1	5.25	1	5.58	97
1992	105	75	4	1	17	1	4.75	1	5.42	103
1992	123	83	2	1	35	1	3.92	1	4.75	61
1992	91	72	3	1	35	1	3.92	1	4.75	61
1992	91	72	3	2	0	2	4.17	1	4.33	24
1992	106	NA	5	1	18	1	5	1	5.67	142
1992	106	NA	5	1	4	1	5.33	1	5.67	142
1992	83	NA	1	1	13	1	4.33	1	4.83	60
1992	90	47	2	1	10	1	4.25	0	NA	NA
1992	99	47	2	1	3	1	4.75	0	NA	NA
1992	99	57	2	1	9	1	4.17	0	NA	NA
1992	66	42	4	2	0	2	3.92	0	NA	NA
1992	66	42	4	2	0	1	3.75	0	NA	NA
1992	66	42	4	2	4	1	4	0	NA	NA
1992	66	42	4	1	4	1	2.92	0	NA	NA
1992	66	42	5	1	4	1	4.75	0	NA	NA
1992	76	48	5	1	19	1	3.17	0	NA	NA
1992	76	48	5	1	2	1	5.08	0	NA	NA
1992	76	48	5	1	4	1	3.92	0	NA	NA
1992	98	61	4	1	0	1	3.42	0	NA	NA
1992	98	61	4	1	2	1	3.42	0	NA	NA
1992	98	61	4	2	21	2	2.58	0	NA	NA
1992	100	47	5	1	0	1	4.58	0	NA	NA
1992	100	47	5	2	3	2	3.75	0	NA	NA
1992	100	47	5	2	3	1	4.33	0	NA	NA
1992	100	47	5	1	5	1	2.83	0	NA	NA
1992	68	42	2	1	6	1	3.92	0	NA	NA
1992	86	45	10	4	0	1	5.17	0	NA	NA
1992	86	45	10	3	24	3	2.83	0	NA	NA
1992	86	45	10	3	23	2	3.67	0	NA	NA
1992	86	45	10	3	12	1	2.58	0	NA	NA
1992	86	45	10	2	6	2	2.83	0	NA	NA
1992	67	56	4	1	9	1	4.08	0	NA	NA
1992	67	56	4	1	1	1	4.83	0	NA	NA
1992	73	44	7	1	3	1	4.92	0	NA	NA
1992	73	44	7	2	6	2	4.5	0	NA	NA
1992	73	44	7	1	5	1	3.5	0	NA	NA
1992	73	44	7	3	0	1	1.42	0	NA	NA
1992	71	48	8	2	2	2	3.75	0	NA	NA
1992	71	48	8	2	2	2	3.58	0	NA	NA
1992	71	48	8	2	2	1	4	0	NA	NA
1992	84	52	8	4	13	2	4.42	0	NA	NA
1992	84	52	8	4	9	1	4.92	0	NA	NA
1992	84	52	8	1	9	1	4.5	0	NA	NA
1992	80	48	4	1	22	1	2.08	0	NA	NA
1992	80	48	4	2	19	2	4.25	0	NA	NA
1992	57	41	4	1	1	1	1.83	0	NA	NA
1992	57	41	4	1	3	1	3.33	0	NA	NA
1992	82	53	3	1	2	1	3.58	0	NA	NA
1992	82	53	3	1	5	1	5.08	0	NA	NA
1992	82	53	3	1	8	1	4.08	0	NA	NA
1992	83	66	2	1	4	1	4.83	0	NA	NA
1992	68	43	4	1	4	1	4.83	0	NA	NA
1992	68	43	4	1	5	1	4.08	0	NA	NA
1992	68	43	4	1	4	1	4.83	0	NA	NA
1992	86	49	4	1	21	1	5.08	0	NA	NA
1992	86	49	4	1	7	1	4.75	0	NA	NA
1992	86	49	4	2	3	1	4.75	0	NA	NA
1992	86	49	4	2	7	2	1.92	0	NA	NA
1992	63	41	4	2	2	1	5.17	0	NA	NA
1992	63	41	4	2	9	2	3.33	0	NA	NA
1992	63	41	4	1	0	1	4.42	0	NA	NA
1992	72	45	4	1	3	1	4.75	0	NA	NA
1992	84	54	2	1	6	1	4.83	0	NA	NA
1992	84	54	2	1	6	1	4.83	0	NA	NA
1992	83	53	9	2	6	1	4.25	0	NA	NA
1992	83	53	9	2	13	2	1.92	0	NA	NA
1992	83	53	9	2	4	1	4.58	0	NA	NA
1992	83	53	9	2	7	2	4.58	0	NA	NA
1992	83	53	9	3	10	2	4.25	0	NA	NA
1992	83	53	9	3	18	2	1.08	0	NA	NA
1992	50	35	0	NA	NA	NA	NA	NA	NA	NA
1992	46	26	0	NA	NA	NA	NA	NA	NA	NA
1992	55	29	2	1	5	1	4.92	0	NA	NA
1992	89	49	6	1	5	1	5.25	0	NA	NA
1992	89	49	6	2	18	1	3.17	0	NA	NA
1992	89	49	6	2	26	2	3	0	NA	NA
1992	89	49	6	1	6	1	3.17	0	NA	NA
1992	62	38	3	2	3	1	4.42	0	NA	NA
1992	62	38	3	2	5	2	3.42	0	NA	NA
1992	96	50	9	1	12	1	4.67	0	NA	NA
1992	96	50	9	3	11	1	4.5	0	NA	NA
1992	96	50	9	3	16	2	4.5	0	NA	NA
1992	96	50	9	2	0	1	4.25	0	NA	NA
1992	96	50	9	2	0	1	4.25	0	NA	NA
1992	92	50	9	2	3	1	5.08	0	NA	NA
1992	92	59	8	1	3	1	5	0	NA	NA
1992	92	59	8	1	9	1	4.33	0	NA	NA
1992	92	59	8	1	8	1	2.83	0	NA	NA
1992	92	59	8	1	0	1	5.17	0	NA	NA
1992	99	57	5	2	19	2	3.58	0	NA	NA
1992	91	62	6	2	7	1	3.33	0	NA	NA
1992	91	62	6	1	22	1	2.92	0	NA	NA
1992	100	57	4	2	0	1	3.67	0	NA	NA
1992	91	53	4	2	21	1	3.58	0	NA	NA
1992	122	61	6	1	5	1	4.17	0	NA	NA
1992	141	76	5	2	8	1	4.58	0	NA	NA
1992	141	76	5	2	23	2	2.58	0	NA	NA
1992	131	95	11	1	2	1	3.25	0	NA	NA
1992	131	95	11	2	18	1	3.75	0	NA	NA
1992	131	95	11	2	22	2	3.83	0	NA	NA
1992	131	95	11	3	8	1	4.42	0	NA	NA
1992	131	95	11	3	22	2	2.58	0	NA	NA
1992	131	95	11	2	10	1	3.83	0	NA	NA
1992	131	95	11	1	2	1	3.5	0	NA	NA
1992	131	95	11	2	4	2	3.42	0	NA	NA
1992	131	95	11	2	13	2	3.42	0	NA	NA
1992	114	55	6	2	17	2	4	0	NA	NA
1992	111	70	9	1	23	1	2.95	0	NA	NA
1992	111	70	9	1	13	1	4.58	0	NA	NA
1992	116	67	4	1	4	1	4.08	0	NA	NA
1992	116	67	4	1	22	1	3.95	0	NA	NA
1992	116	67	4	1	11	1	4.17	0	NA	NA
1992	116	67	4	1	0	1	4	0	NA	NA
1992	55	29	2	1	4	1	2.5	0	NA	NA
1992	55	29	2	1	4	1	4.42	0	NA	NA
1992	57	24	0	NA	NA	NA	NA	NA	NA	NA
1992	70	34	2	1	6	1	4.17	0	NA	NA
1992	67	32	4	1	4	1	2.72	0	NA	NA
1992	67	32	4	1	3	1	3.42	0	NA	NA
1992	67	32	4	2	0	1	4.25	0	NA	NA
1992	73	40	3	2	0	1	3.67	0	NA	NA
1992	73	40	3	2	0	2	3.92	0	NA	NA
1992	73	40	3	1	4	1	3.58	0	NA	NA
1992	51	21	1	1	0	1	3.5	0	NA	NA
1992	67	31	2	2	0	1	2	0	NA	NA
1992	67	31	2	2	0	2	3.67	0	NA	NA
1992	89	53	6	1	6	1	4.42	0	NA	NA
1992	89	53	6	1	6	1	2.33	0	NA	NA
1992	89	53	6	2	0	2	4.08	0	NA	NA
1992	89	53	6	2	0	1	3.42	0	NA	NA
1992	89	53	6	2	0	2	3.17	0	NA	NA
1992	48	24	1	1	5	1	2.58	0	NA	NA
1992	74	35	4	1	5	1	2.58	0	NA	NA
1992	74	35	4	2	0	2	3.83	0	NA	NA
1992	121	67	6	1	8	1	4.83	0	NA	NA
1992	121	67	6	1	3	1	3.58	0	NA	NA
1992	86	43	5	1	10	1	4	0	NA	NA
1992	86	43	5	2	4	1	3.58	0	NA	NA
1992	86	43	5	2	16	2	4	0	NA	NA
1992	86	43	5	1	10	1	3.67	0	NA	NA
1992	86	43	5	1	5	1	4.5	0	NA	NA
1992	100	56	6	1	9	1	4.25	0	NA	NA
1992	100	56	6	1	28	1	2.58	0	NA	NA
1992	100	56	6	2	9	1	3.75	0	NA	NA
1992	100	56	6	2	12	2	3.58	0	NA	NA
1992	89	43	1	1	7	1	3.92	0	NA	NA
1992	108	56	7	1	3	1	3.58	0	NA	NA
1992	108	56	7	1	10	1	4	0	NA	NA
1992	108	56	7	2	3	1	3.58	0	NA	NA
1992	108	56	7	2	12	2	3.5	0	NA	NA
1992	108	56	7	2	6	1	4.33	0	NA	NA
1992	78	52	2	1	0	1	3.5	0	NA	NA
1992	78	52	2	1	25	1	3.33	0	NA	NA
1992	41	19	0	NA	NA	NA	NA	NA	NA	NA
1992	94	52	2	2	0	1	4.72	0	NA	NA
1992	94	52	2	2	0	2	2.92	0	NA	NA
1992	39	18	0	NA	NA	NA	NA	NA	NA	NA
1992	92	44	4	1	6	1	5.58	0	NA	NA
1992	92	44	4	1	4	1	3.25	0	NA	NA
1992	92	44	4	1	0	1	4.5	0	NA	NA
1992	46	25	0	NA	NA	NA	NA	NA	NA	NA
1992	76	42	0	NA	NA	NA	NA	NA	NA	NA
1992	81	44	4	1	7	1	5	0	NA	NA
1992	115	68	14	2	24	1	1.5	0	NA	NA
1992	115	68	14	2	8	1	1.83	0	NA	NA
1992	115	68	14	6	0	1	3.42	0	NA	NA
1992	114	92	17	2	33	2	1.83	0	NA	NA
1992	114	92	17	1	10	1	4.92	0	NA	NA
1992	114	92	17	2	18	1	6.17	0	NA	NA
1992	114	92	17	2	27	2	1.08	0	NA	NA
1992	114	92	17	3	16	1	NA	0	NA	NA
1992	101	65	2	1	10	1	4.67	0	NA	NA
1992	114	92	17	2	0	1	3.83	0	NA	NA
1992	101	65	2	1	6	1	3.5	0	NA	NA
1992	40	23	0	NA	NA	NA	NA	NA	NA	NA
1992	118	71	1	1	31	1	5.08	0	NA	NA
1992	127	86	0	NA	NA	NA	NA	NA	NA	NA
1992	80	66	0	NA	NA	NA	NA	NA	NA	NA
1992	70	44	6	1	12	1	4.75	0	NA	NA
1992	70	44	6	1	12	1	4.25	0	NA	NA
1992	90	75	4	2	25	1	4.58	0	NA	NA
1992	90	75	4	2	35	2	3.5	0	NA	NA
1992	90	75	4	1	3	1	4.5	0	NA	NA
1992	116	79	19	1	4	1	3.67	0	NA	NA
1992	116	79	19	2	20	1	2.08	0	NA	NA
1992	116	79	19	2	12	1	2.17	0	NA	NA
1992	116	79	19	4	21	3	4.33	0	NA	NA
1992	116	79	19	2	8	2	2.92	0	NA	NA
1992	116	79	19	3	0	1	3.92	0	NA	NA
1992	116	79	19	3	0	2	2.58	0	NA	NA
1992	116	79	19	3	0	3	3.25	0	NA	NA
1992	123	88	11	1	32	1	4.5	0	NA	NA
1992	123	88	11	1	30	1	4.83	0	NA	NA
1992	123	88	11	2	7	1	5	0	NA	NA
1992	123	88	11	2	12	2	3.58	0	NA	NA
1992	74	61	0	NA	NA	NA	NA	NA	NA	NA
1992	112	75	0	NA	NA	NA	NA	NA	NA	NA
1992	73	59	0	NA	NA	NA	NA	NA	NA	NA
1992	80	61	0	NA	NA	NA	NA	NA	NA	NA
1992	65	41	0	NA	NA	NA	NA	NA	NA	NA
1992	82	58	2	1	12	1	4.33	0	NA	NA
1992	61	44	0	NA	NA	NA	NA	NA	NA	NA
1992	90	70	0	NA	NA	NA	NA	NA	NA	NA
1992	80	67	0	NA	NA	NA	NA	NA	NA	NA
1992	88	70	0	NA	NA	NA	NA	NA	NA	NA
1992	70	53	0	NA	NA	NA	NA	NA	NA	NA
1992	58	50	0	NA	NA	NA	NA	NA	NA	NA
1992	67	44	0	NA	NA	NA	NA	NA	NA	NA
1992	55	36	0	NA	NA	NA	NA	NA	NA	NA
1992	52	40	0	NA	NA	NA	NA	NA	NA	NA
1992	48	23	0	NA	NA	NA	NA	NA	NA	NA
1992	88	37	0	NA	NA	NA	NA	NA	NA	NA
1992	95	62	0	NA	NA	NA	NA	NA	NA	NA
1992	120	63	0	NA	NA	NA	NA	NA	NA	NA
1992	116	69	0	NA	NA	NA	NA	NA	NA	NA
1992	52	30	0	NA	NA	NA	NA	NA	NA	NA
1992	77	56	3	1	13	1	5.08	0	NA	NA
1992	78	50	4	1	14	1	4.67	0	NA	NA
1992	41	30	0	NA	NA	NA	NA	NA	NA	NA
1992	73	35	0	NA	NA	NA	NA	NA	NA	NA
1992	92	53	4	1	23	1	4.63	0	NA	NA
1992	92	53	4	1	6	1	4.08	0	NA	NA
1992	92	53	4	2	6	1	3.75	0	NA	NA
1992	92	53	4	2	12	2	1.67	0	NA	NA
1992	93	68	9	1	10	1	5.33	0	NA	NA
1992	93	68	9	2	5	1	5.42	0	NA	NA
1992	93	68	9	2	15	2	5.25	0	NA	NA
1992	93	68	9	2	6	1	2.17	0	NA	NA
1992	93	68	9	2	22	2	4.58	0	NA	NA
1992	93	68	9	1	7	1	3.75	0	NA	NA
1992	93	68	9	1	0	1	3.5	0	NA	NA
1992	83	56	6	2	17	2	3.92	0	NA	NA
1992	102	60	4	1	32	1	5	0	NA	NA
1992	102	60	4	1	5	1	4.83	0	NA	NA
1992	85	58	0	NA	NA	NA	NA	NA	NA	NA
1992	68	60	0	NA	NA	NA	NA	NA	NA	NA
1992	25	21	0	NA	NA	NA	NA	NA	NA	NA
1992	112	43	0	NA	NA	NA	NA	NA	NA	NA
1992	31	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	52	32	0	NA	NA	NA	NA	NA	NA	NA
1992	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	95	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	NA	41	0	NA	NA	NA	NA	NA	NA	NA
1992	95	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	111	77	9	1	7	1	4.58	0	NA	NA
1992	111	77	9	1	15	1	4	0	NA	NA
1992	85	58	4	1	1	1	4.08	0	NA	NA
1992	85	58	4	1	11	1	4.83	0	NA	NA
1992	78	47	2	1	11	1	2.25	0	NA	NA
1992	78	47	2	1	0	1	4.58	0	NA	NA
1992	37	20	0	NA	NA	NA	NA	NA	NA	NA
1992	37	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	43	22	0	NA	NA	NA	NA	NA	NA	NA
1992	35	19	0	NA	NA	NA	NA	NA	NA	NA
1992	50	20	0	NA	NA	NA	NA	NA	NA	NA
1992	60	21	0	NA	NA	NA	NA	NA	NA	NA
1992	43	21	0	NA	NA	NA	NA	NA	NA	NA
1992	71	35	0	NA	NA	NA	NA	NA	NA	NA
1992	28	12	0	NA	NA	NA	NA	NA	NA	NA
1992	58	22	0	NA	NA	NA	NA	NA	NA	NA
1992	75	28	0	NA	NA	NA	NA	NA	NA	NA
1992	66	31	0	NA	NA	NA	NA	NA	NA	NA
1992	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	95	45	0	NA	NA	NA	NA	NA	NA	NA
1992	62	38	2	1	2	1	4.33	0	NA	NA
1992	91	65	1	1	0	1	NA	0	NA	NA
1992	88	56	2	1	7	1	5	0	NA	NA
1992	88	56	2	1	6	1	2	0	NA	NA
1992	120	74	2	1	23	1	1.92	0	NA	NA
1992	68	41	1	1	0	1	NA	0	NA	NA
1992	111	68	7	1	0	1	NA	0	NA	NA
1992	90	66	5	1	17	1	5.25	0	NA	NA
1992	90	66	5	1	9	1	4.83	0	NA	NA
1992	79	63	0	NA	NA	NA	NA	NA	NA	NA
1992	101	69	0	NA	NA	NA	NA	NA	NA	NA
1992	111	68	7	1	10	1	4	0	NA	NA
1992	111	68	5	1	37	1	4	0	NA	NA
1992	105	75	4	1	33	1	2.67	0	NA	NA
1992	123	83	2	1	22	1	3	0	NA	NA
1992	84	60	0	NA	NA	NA	NA	NA	NA	NA
1992	61	38	0	NA	NA	NA	NA	NA	NA	NA
1992	98	NA	4	1	27	1	1.75	0	NA	NA
1992	98	NA	4	1	14	1	1.17	0	NA	NA
1992	98	NA	4	1	0	1	1.92	0	NA	NA
1992	53	37	0	NA	NA	NA	NA	NA	NA	NA
1992	115	62	1	1	0	1	1.08	0	NA	NA
1992	NA	NA	2	1	3	1	3.17	0	NA	NA
1992	NA	NA	2	1	3	1	1.67	0	NA	NA
1992	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	90	NA	0	NA	NA	NA	NA	NA	NA	NA
1992	37	28	0	NA	NA	NA	NA	NA	NA	NA
1992	60	38	0	NA	NA	NA	NA	NA	NA	NA
1992	96	47	5	1	21	1	2.58	0	NA	NA
1992	96	47	5	1	7	1	2.67	0	NA	NA
1992	96	47	5	1	0	1	2.08	0	NA	NA
1992	106	NA	5	1	8	1	3.42	0	NA	NA
1992	106	NA	5	1	0	1	4.17	0	NA	NA
1992	NA	63	4	1	13	1	1.33	0	NA	NA
1992	89	59	0	NA	NA	NA	NA	NA	NA	NA
1992	95	60	0	NA	NA	NA	NA	NA	NA	NA
1992	72	48	0	NA	NA	NA	NA	NA	NA	NA
1993	82	54	2	1	62	1	3.2	1	NA	NA
1993	82	54	2	1	11	1	4.24	1	NA	NA
1993	86	56	2	2	4	1	4.2	1	NA	NA
1993	86	56	2	2	7	2	3.16	0	NA	NA
1993	100	58	1	1	77	1	4.6	0	NA	NA
1993	75	45	3	2	17	1	4	0	NA	NA
1993	75	45	3	2	21	2	2.64	0	NA	NA
1993	75	45	3	1	5	1	4.44	0	NA	NA
1993	85	53	1	1	5	1	2.6	0	NA	NA
1993	104	57	6	2	4	1	5.08	0	NA	NA
1993	104	57	6	2	22	2	3.68	0	NA	NA
1993	104	57	6	1	83	1	4.12	0	NA	NA
1993	104	57	6	1	18	1	3.8	0	NA	NA
1993	104	57	6	1	20	1	3.72	0	NA	NA
1993	104	57	6	1	5	1	5.48	0	NA	NA
1993	63	51	3	1	17	1	4.08	0	NA	NA
1993	63	51	3	1	18	1	4.2	0	NA	NA
1993	63	51	3	1	6	1	2.24	0	NA	NA
1993	96	61	5	1	9	1	3.64	0	NA	NA
1993	96	61	5	1	4	1	4.2	0	NA	NA
1993	96	61	5	1	80	1	5	0	NA	NA
1993	96	61	5	1	18	1	3.92	0	NA	NA
1993	96	61	5	1	10	1	4.4	0	NA	NA
1993	55	51	1	1	9	1	4.2	0	NA	NA
1993	105	56	2	1	2	1	3.88	0	NA	NA
1993	105	56	2	1	7	1	3.8	0	NA	NA
1993	80	51	1	1	22	1	4.32	0	NA	NA
1993	105	52	5	1	12	1	3.72	0	NA	NA
1993	105	52	5	2	8	1	4.72	0	NA	NA
1993	105	52	5	2	20	2	2.6	0	NA	NA
1993	105	52	5	1	83	1	2.96	0	NA	NA
1993	105	52	5	1	17	1	2.12	0	NA	NA
1993	82	48	2	1	13	1	2.92	0	NA	NA
1993	82	48	2	1	6	1	3.56	0	NA	NA
1993	47	23	1	1	30	1	3	0	NA	NA
1993	111	61	5	2	10	1	3.2	0	NA	NA
1993	111	61	5	2	17	2	3.44	0	NA	NA
1993	111	61	5	2	12	1	5	0	NA	NA
1993	111	61	5	2	18	2	4	0	NA	NA
1993	111	61	5	1	3	1	2.88	0	NA	NA
1993	98	53	5	1	3	1	3.56	0	NA	NA
1993	98	53	5	1	83	1	3.08	0	NA	NA
1993	98	53	5	1	6	1	2.8	0	NA	NA
1993	98	53	5	1	10	1	4	0	NA	NA
1993	98	53	5	1	14	1	4.28	0	NA	NA
1993	65	32	2	1	8	1	3.84	0	NA	NA
1993	65	32	2	1	4	1	3.68	0	NA	NA
1993	98	54	1	1	22	1	3.12	0	NA	NA
1993	72	50	5	3	8	1	3.44	0	NA	NA
1993	72	50	5	3	21	2	4.32	0	NA	NA
1993	72	50	5	3	23	3	3.24	0	NA	NA
1993	72	50	5	1	8	1	2.8	0	NA	NA
1993	72	50	5	1	8	1	1.8	0	NA	NA
1993	115	60	16	1	15	1	4.4	0	NA	NA
1993	115	60	16	2	18	1	4.4	0	NA	NA
1993	115	60	16	2	33	2	3.64	0	NA	NA
1993	115	60	16	2	6	1	3.8	0	NA	NA
1993	115	60	16	2	15	2	4.32	0	NA	NA
1993	115	60	16	1	17	1	3.96	0	NA	NA
1993	115	60	16	3	86	1	4	0	NA	NA
1993	115	60	16	3	90	2	3.88	0	NA	NA
1993	115	60	16	3	104	3	3.92	0	NA	NA
1993	115	60	16	1	14	1	3.04	0	NA	NA
1993	115	60	16	3	19	1	3.36	0	NA	NA
1993	115	60	16	3	21	2	3.2	0	NA	NA
1993	115	60	16	3	29	3	2.72	0	NA	NA
1993	115	60	16	2	6	1	3.72	0	NA	NA
1993	115	60	16	2	9	2	3.72	0	NA	NA
1993	115	60	16	1	9	1	4.8	0	NA	NA
1993	95	49	16	1	11	1	3.8	0	NA	NA
1993	95	49	16	3	11	1	4.16	0	NA	NA
1993	95	49	16	3	19	2	2.6	0	NA	NA
1993	95	49	16	3	26	3	3.84	0	NA	NA
1993	95	49	16	1	25	1	3.84	0	NA	NA
1993	95	49	16	4	6	1	3.64	0	NA	NA
1993	95	49	16	4	8	2	4.28	0	NA	NA
1993	95	49	16	4	10	3	3.08	0	NA	NA
1993	95	49	16	4	21	4	3.72	0	NA	NA
1993	95	49	16	2	2	1	4.32	0	NA	NA
1993	95	49	16	2	5	2	3.48	0	NA	NA
1993	95	49	16	1	4	1	3.4	0	NA	NA
1993	95	49	16	1	74	1	3.72	0	NA	NA
1993	95	49	16	1	6	1	1.6	0	NA	NA
1993	95	49	16	1	3	1	2.68	0	NA	NA
1993	95	49	16	1	7	1	2.32	0	NA	NA
1993	102	53	9	1	11	1	3.28	0	NA	NA
1993	102	53	9	1	5	1	2.8	0	NA	NA
1993	102	53	9	1	6	1	4.08	0	NA	NA
1993	102	53	9	1	87	1	3.44	0	NA	NA
1993	102	53	9	1	15	1	4.28	0	NA	NA
1993	102	53	9	1	7	1	3.6	0	NA	NA
1993	102	53	9	1	10	1	4.68	0	NA	NA
1993	102	53	9	2	8	1	2.4	0	NA	NA
1993	102	53	9	2	11	2	2.92	0	NA	NA
1993	86	45	7	1	6	1	4.36	0	NA	NA
1993	86	45	7	1	16	1	3.76	0	NA	NA
1993	86	45	7	1	17	1	4.2	0	NA	NA
1993	86	45	7	1	9	1	3.88	0	NA	NA
1993	86	45	7	1	8	1	1.68	0	NA	NA
1993	86	45	7	1	13	1	3.68	0	NA	NA
1993	86	45	7	1	71	1	2.6	0	NA	NA
1993	113	60	8	1	14	1	2.96	0	NA	NA
1993	100	60	9	1	12	1	3.24	0	NA	NA
1993	100	60	9	2	10	1	3.6	0	NA	NA
1993	100	60	9	2	19	2	4.2	0	NA	NA
1993	100	60	9	2	5	1	4.12	0	NA	NA
1993	100	60	9	2	21	2	4.08	0	NA	NA
1993	100	60	9	2	74	1	4.2	0	NA	NA
1993	100	60	9	2	78	2	3.92	0	NA	NA
1993	100	60	9	1	12	1	4.2	0	NA	NA
1993	100	60	9	1	13	1	4.12	0	NA	NA
1993	100	60	13	1	4	1	2.8	0	NA	NA
1993	100	60	13	2	9	1	3.76	0	NA	NA
1993	100	60	13	2	16	2	3.96	0	NA	NA
1993	100	60	13	1	9	1	3.92	0	NA	NA
1993	100	60	13	1	8	1	4.12	0	NA	NA
1993	100	60	13	2	84	1	4.36	0	NA	NA
1993	100	60	13	2	91	2	3.92	0	NA	NA
1993	100	60	13	1	3	1	3.84	0	NA	NA
1993	100	60	13	2	12	1	3.76	0	NA	NA
1993	100	60	13	2	NA	2	4.24	0	NA	NA
1993	100	60	13	3	9	1	4.6	0	NA	NA
1993	100	60	13	3	14	2	3.72	0	NA	NA
1993	100	60	13	3	21	3	2.8	0	NA	NA
1993	100	60	13	2	7	1	3.92	0	NA	NA
1993	100	60	13	2	12	2	3.8	0	NA	NA
1993	100	60	13	2	22	1	4.36	0	NA	NA
1993	100	60	13	2	25	2	4.24	0	NA	NA
1993	100	60	13	2	10	1	4.52	0	NA	NA
1993	100	60	13	2	31	2	4	0	NA	NA
1993	100	60	13	2	5	1	3.96	0	NA	NA
1993	100	60	13	2	27	2	3.88	0	NA	NA
1993	100	60	13	1	11	1	4.4	0	NA	NA
1993	100	60	13	3	6	1	4	0	NA	NA
1993	100	60	13	3	20	2	3.84	0	NA	NA
1993	100	60	13	3	27	3	3.92	0	NA	NA
1993	100	60	13	1	11	1	3.52	0	NA	NA
1993	100	60	13	2	3	1	3.12	0	NA	NA
1993	100	60	13	2	6	2	3.48	0	NA	NA
1993	100	60	13	1	3	1	3.52	0	NA	NA
1993	100	60	13	2	11	1	3.92	0	NA	NA
1993	100	60	13	2	19	2	3.8	0	NA	NA
1993	100	60	13	1	4	1	4.16	0	NA	NA
1993	100	60	13	1	3	1	4.28	0	NA	NA
1993	100	60	13	2	8	1	4.6	0	NA	NA
1993	100	60	13	2	13	2	3.52	0	NA	NA
1993	100	60	13	2	6	1	3.92	0	NA	NA
1993	100	60	13	2	22	2	4.12	0	NA	NA
1993	100	60	13	1	8	1	4	0	NA	NA
1993	100	60	13	1	5	1	4.24	0	NA	NA
1993	100	60	13	1	5	1	3.52	0	NA	NA
1993	100	60	13	1	24	1	4.44	0	NA	NA
1993	100	60	13	2	5	1	4.56	0	NA	NA
1993	100	60	13	2	20	2	4	0	NA	NA
1993	100	60	13	1	5	1	4.2	0	NA	NA
1993	100	60	13	2	5	1	4.32	0	NA	NA
1993	100	60	13	1	9	1	3.68	0	NA	NA
1993	100	60	13	1	6	1	3.84	0	NA	NA
1993	100	60	13	2	55	1	5.16	1	2.72	0
1993	100	60	20	2	73	2	3.4	0	NA	NA
1993	100	60	20	2	2	1	4.56	0	NA	NA
1993	100	60	20	2	25	2	3.72	0	NA	NA
1993	100	60	20	3	25	1	3.76	0	NA	NA
1993	100	60	20	3	40	2	4.04	0	NA	NA
1993	100	60	20	3	43	3	3.72	0	NA	NA
1993	100	60	20	1	19	1	4.28	0	NA	NA
1993	100	60	20	2	10	1	3.92	0	NA	NA
1993	100	60	20	2	30	2	4.2	0	NA	NA
1993	100	60	20	2	3	2	3.88	0	NA	NA
1993	100	60	20	2	8	2	4.16	0	NA	NA
1993	100	60	20	1	4	1	3.64	0	NA	NA
1993	100	60	20	2	135	1	3.68	0	NA	NA
1993	100	60	20	2	144	2	3.04	0	NA	NA
1993	100	60	20	1	6	1	4	0	NA	NA
1993	100	60	20	1	5	1	4.56	0	NA	NA
1993	100	60	20	2	27	1	4.08	0	NA	NA
1993	100	60	20	2	35	2	3.32	0	NA	NA
1993	100	60	20	2	15	1	4.2	0	NA	NA
1993	100	60	20	2	25	2	3.8	0	NA	NA
1993	100	60	16	2	6	1	4.4	0	NA	NA
1993	100	60	16	2	12	2	3.76	0	NA	NA
1993	159	101	1	1	6	1	4.08	0	NA	NA
1993	123	74	16	3	3	1	4.32	1	NA	NA
1993	123	74	16	3	7	2	3.84	0	NA	NA
